"company_name","bloom_field","bloom_postings","total","cum_postings","cum_share","n_companies","company_index","company_share"
"sigmatic ag","Solar Power",4,7667,5464,0.869648257201974,744,243,0.326612903225806
"sika","Machine Learning AI",4,34632,30377,0.925169032100871,2578,1062,0.411947245927075
"sika ag","Cloud computing",4,68768,59093,0.934350541544786,4399,1876,0.426460559218004
"sintetica sa","Cloud computing",4,68768,59097,0.934413787651198,4399,1877,0.426687883609911
"skribble","Cloud computing",4,68768,59101,0.934477033757609,4399,1878,0.426915208001819
"sly gmbh","Machine Learning AI",4,34632,30381,0.925290857038436,2578,1063,0.41233514352211
"smartedge solutions ltd.","Cloud computing",4,68768,59105,0.934540279864021,4399,1879,0.427142532393726
"soc prime","Cloud computing",4,68768,59109,0.934603525970432,4399,1880,0.427369856785633
"soc prime","Machine Learning AI",4,34632,30385,0.925412681976,2578,1064,0.412723041117145
"softec ag","Cloud computing",4,68768,59113,0.934666772076844,4399,1881,0.42759718117754
"softfactors ag","Cloud computing",4,68768,59117,0.934730018183256,4399,1882,0.427824505569448
"software ag","Cloud computing",4,68768,59121,0.934793264289667,4399,1883,0.428051829961355
"solaire romand","Solar Power",4,7667,5468,0.870284895750438,744,244,0.327956989247312
"solektra ag","Solar Power",4,7667,5472,0.870921534298902,744,245,0.329301075268817
"sonect ag","Cloud computing",4,68768,59125,0.934856510396079,4399,1884,0.428279154353262
"sonova","Virtual Reality",4,4164,3589,0.886829750432419,453,160,0.353200883002208
"speedinvest heroes consulting gmbh","Machine Learning AI",4,34632,30389,0.925534506913565,2578,1065,0.41311093871218
"spie","Smart devices",4,24824,20075,0.87728881702574,2641,902,0.341537296478607
"spie gmbh unternehmensgruppe","Cloud computing",4,68768,59129,0.93491975650249,4399,1885,0.428506478745169
"spitex sense","Smart devices",4,24824,20079,0.877463619280689,2641,903,0.341915940931465
"sportxx","Smart devices",4,24824,20083,0.877638421535638,2641,904,0.342294585384324
"srf studio zürich brunnenhof","Smart devices",4,24824,20087,0.877813223790587,2641,905,0.342673229837183
"staffpoint slu","Cloud computing",4,68768,59133,0.934983002608902,4399,1886,0.428733803137077
"stellentreff ag","Solar Power",4,7667,5476,0.871558172847366,744,246,0.330645161290323
"stellenwerk","Smart devices",4,24824,20091,0.877988026045536,2641,906,0.343051874290042
"stirah","Machine Learning AI",4,34632,30393,0.92565633185113,2578,1066,0.413498836307215
"stocker ziwalig ag","Smart devices",4,24824,20095,0.878162828300485,2641,907,0.3434305187429
"stocker ziwalig ag","Solar Power",4,7667,5480,0.87219481139583,744,247,0.331989247311828
"studer cables ag","Solar Power",4,7667,5484,0.872831449944294,744,248,0.333333333333333
"sulzer & schmid laboratories ag","Cloud computing",4,68768,59137,0.935046248715313,4399,1887,0.428961127528984
"summit recruitment","Machine Learning AI",4,34632,30397,0.925778156788695,2578,1067,0.41388673390225
"sun power","Solar Power",4,7667,5488,0.873468088492758,744,249,0.334677419354839
"sunrise communications (switzerland)","Cloud computing",4,68768,59141,0.935109494821725,4399,1888,0.429188451920891
"sunrise upc gmbh","Cloud computing",4,68768,59145,0.935172740928137,4399,1889,0.429415776312798
"sunwatt sa","Solar Power",4,7667,5492,0.874104727041222,744,250,0.336021505376344
"supsi","Virtual Reality",4,4164,3593,0.887818136891525,453,161,0.355408388520971
"swatch group","Machine Learning AI",4,34632,30401,0.925899981726259,2578,1068,0.414274631497285
"swica gesundheitsorganisation","Cloud computing",4,68768,59149,0.935235987034548,4399,1890,0.429643100704706
"swiss aviation software","Cloud computing",4,68768,59153,0.93529923314096,4399,1891,0.429870425096613
"swiss bankers prepaid services ag","Smart devices",4,24824,20099,0.878337630555434,2641,908,0.343809163195759
"swiss federal railways","Cloud computing",4,68768,59157,0.935362479247371,4399,1892,0.43009774948852
"swiss life","Solar Power",4,7667,5496,0.874741365589686,744,251,0.337365591397849
"swiss life asset management","Cloud computing",4,68768,59161,0.935425725353783,4399,1893,0.430325073880427
"swiss life asset managers","Solar Power",4,7667,5500,0.875378004138151,744,252,0.338709677419355
"swiss post","Machine Learning AI",4,34632,30405,0.926021806663824,2578,1069,0.41466252909232
"swiss txt ag","Cloud computing",4,68768,59165,0.935488971460194,4399,1894,0.430552398272335
"swissborg","Cloud computing",4,68768,59169,0.935552217566606,4399,1895,0.430779722664242
"swisslife","Cloud computing",4,68768,59173,0.935615463673018,4399,1896,0.431007047056149
"swissmedic","Machine Learning AI",4,34632,30409,0.926143631601389,2578,1070,0.415050426687355
"swisspeers ag","Cloud computing",4,68768,59177,0.935678709779429,4399,1897,0.431234371448056
"swisspro","Cloud computing",4,68768,59181,0.935741955885841,4399,1898,0.431461695839964
"swissto12","3d printing",4,2181,1705,0.809591642924976,335,101,0.301492537313433
"swisstxt","Smart devices",4,24824,20103,0.878512432810383,2641,909,0.344187807648618
"switcher, inc.","Smart devices",4,24824,20107,0.878687235065332,2641,910,0.344566452101477
"sword","Cloud computing",4,68768,59185,0.935805201992252,4399,1899,0.431689020231871
"sygnum bank ag","Machine Learning AI",4,34632,30413,0.926265456538954,2578,1071,0.415438324282389
"synergie suisse","Solar Power",4,7667,5504,0.876014642686615,744,253,0.34005376344086
"syngenta agro","Machine Learning AI",4,34632,30417,0.926387281476518,2578,1072,0.415826221877424
"syngenta crop protection ag","Cloud computing",4,68768,59189,0.935868448098664,4399,1900,0.431916344623778
"systemrs","Smart devices",4,24824,20111,0.878862037320281,2641,911,0.344945096554335
"t-systems","Cloud computing",4,68768,59193,0.935931694205075,4399,1901,0.432143669015685
"takeda pharmaceutical","Cloud computing",4,68768,59197,0.935994940311487,4399,1902,0.432370993407593
"takeda pharmaceuticals","3d printing",4,2181,1709,0.811490978157645,335,102,0.304477611940298
"talkdesk","Cloud computing",4,68768,59201,0.936058186417899,4399,1903,0.4325983177995
"talkdesk","Machine Learning AI",4,34632,30421,0.926509106414083,2578,1073,0.416214119472459
"teachy schweiz ag","Cloud computing",4,68768,59205,0.93612143252431,4399,1904,0.432825642191407
"tech data","Cloud computing",4,68768,59209,0.936184678630722,4399,1905,0.433052966583314
"tech data","Smart devices",4,24824,20115,0.87903683957523,2641,912,0.345323741007194
"technojobs","Smart devices",4,24824,20119,0.87921164183018,2641,913,0.345702385460053
"techsearch ag","Smart devices",4,24824,20123,0.879386444085129,2641,914,0.346081029912912
"telus international","Machine Learning AI",4,34632,30425,0.926630931351648,2578,1074,0.416602017067494
"templeton &amp;amp; partners","Smart devices",4,24824,20127,0.879561246340078,2641,915,0.346459674365771
"tempro personal management ag","Solar Power",4,7667,5508,0.876651281235079,744,254,0.341397849462366
"testo industrial services ag","Smart devices",4,24824,20131,0.879736048595027,2641,916,0.346838318818629
"tetra pak","Machine Learning AI",4,34632,30429,0.926752756289212,2578,1075,0.416989914662529
"teylor ag","Cloud computing",4,68768,59213,0.936247924737133,4399,1906,0.433280290975222
"the brains","Machine Learning AI",4,34632,30433,0.926874581226777,2578,1076,0.417377812257564
"the estée lauder companies","Solar Power",4,7667,5512,0.877287919783543,744,255,0.342741935483871
"the treasury recruitment hub","Machine Learning AI",4,34632,30437,0.926996406164342,2578,1077,0.417765709852599
"thermo fisher scientific","Smart devices",4,24824,20135,0.879910850849976,2641,917,0.347216963271488
"think global recruitment","Cloud computing",4,68768,59217,0.936311170843545,4399,1907,0.433507615367129
"think global recruitment","Machine Learning AI",4,34632,30441,0.927118231101907,2578,1078,0.418153607447634
"think global recruitment ltd","Cloud computing",4,68768,59221,0.936374416949956,4399,1908,0.433734939759036
"thurgauer kantonalbank","Cloud computing",4,68768,59225,0.936437663056368,4399,1909,0.433962264150943
"thyssenkrupp home solutions n.v., landesweit","Smart devices",4,24824,20139,0.880085653104925,2641,918,0.347595607724347
"tissot ltd","Smart devices",4,24824,20143,0.880260455359874,2641,919,0.347974252177206
"traverz","Cloud computing",4,68768,59229,0.93650090916278,4399,1910,0.434189588542851
"trea ventures gmbh","Cloud computing",4,68768,59233,0.936564155269191,4399,1911,0.434416912934758
"tsystems dmc ag","Cloud computing",4,68768,59237,0.936627401375603,4399,1912,0.434644237326665
"tui group","Cloud computing",4,68768,59241,0.936690647482014,4399,1913,0.434871561718572
"txt e-solutions spa","Cloud computing",4,68768,59245,0.936753893588426,4399,1914,0.43509888611048
"txt esolutions spa","Cloud computing",4,68768,59249,0.936817139694837,4399,1915,0.435326210502387
"ufirst group","Smart devices",4,24824,20147,0.880435257614823,2641,920,0.348352896630064
"umano ag","3d printing",4,2181,1713,0.813390313390313,335,103,0.307462686567164
"unhcr","Cloud computing",4,68768,59253,0.936880385801249,4399,1916,0.435553534894294
"uniman","Solar Power",4,7667,5516,0.877924558332007,744,256,0.344086021505376
"uniman sa","Solar Power",4,7667,5520,0.878561196880471,744,257,0.345430107526882
"united nations institute for training and research","Machine Learning AI",4,34632,30445,0.927240056039471,2578,1079,0.418541505042669
"univativ","Machine Learning AI",4,34632,30449,0.927361880977036,2578,1080,0.418929402637704
"univativ schweiz ag","Virtual Reality",4,4164,3597,0.88880652335063,453,162,0.357615894039735
"univerre","Cloud computing",4,68768,59257,0.936943631907661,4399,1917,0.435780859286201
"universal job","Machine Learning AI",4,34632,30453,0.927483705914601,2578,1081,0.419317300232739
"universitare altersmedizin felix platter","Smart devices",4,24824,20151,0.880610059869772,2641,921,0.348731541082923
"university of applied sciences and arts western switzerland (hes-so)","Machine Learning AI",4,34632,30457,0.927605530852165,2578,1082,0.419705197827773
"university of zurich","Smart devices",4,24824,20155,0.880784862124721,2641,922,0.349110185535782
"universität st gallen","Cloud computing",4,68768,59261,0.937006878014072,4399,1918,0.436008183678109
"universität st gallen","Smart devices",4,24824,20159,0.880959664379671,2641,923,0.349488829988641
"uraster","Smart devices",4,24824,20163,0.88113446663462,2641,924,0.349867474441499
"usig genève","Machine Learning AI",4,34632,30461,0.92772735578973,2578,1083,0.420093095422808
"vaillant","Smart devices",4,24824,20167,0.881309268889569,2641,925,0.350246118894358
"valora digital","Machine Learning AI",4,34632,30465,0.927849180727295,2578,1084,0.420480993017843
"valora group","Machine Learning AI",4,34632,30469,0.92797100566486,2578,1085,0.420868890612878
"vcm schweiz","Smart devices",4,24824,20171,0.881484071144518,2641,926,0.350624763347217
"verve ventures","Cloud computing",4,68768,59265,0.937070124120484,4399,1919,0.436235508070016
"vestner aufzuge gmbh","Smart devices",4,24824,20175,0.881658873399467,2641,927,0.351003407800076
"virtamed","Cloud computing",4,68768,59269,0.937133370226895,4399,1920,0.436462832461923
"viva domus holding ag","Smart devices",4,24824,20179,0.881833675654416,2641,928,0.351382052252935
"vmware pso","Cloud computing",4,68768,59273,0.937196616333307,4399,1921,0.43669015685383
"volunty corporate ag","Cloud computing",4,68768,59277,0.937259862439719,4399,1922,0.436917481245738
"vz insurance services ag","Cloud computing",4,68768,59281,0.93732310854613,4399,1923,0.437144805637645
"wabion","Machine Learning AI",4,34632,30473,0.928092830602424,2578,1086,0.421256788207913
"web 3.0 technologies foundation","Cloud computing",4,68768,59285,0.937386354652542,4399,1924,0.437372130029552
"wega informatik ag","Cloud computing",4,68768,59289,0.937449600758953,4399,1925,0.437599454421459
"wegaw","Machine Learning AI",4,34632,30477,0.928214655539989,2578,1087,0.421644685802948
"werren & thomann gmbh, unternehmungs- und personalberatung","Cloud computing",4,68768,59293,0.937512846865365,4399,1926,0.437826778813367
"wideside sagl","Cloud computing",4,68768,59297,0.937576092971776,4399,1927,0.438054103205274
"wilco ag","Machine Learning AI",4,34632,30481,0.928336480477554,2578,1088,0.422032583397983
"wipo","Smart devices",4,24824,20183,0.882008477909365,2641,929,0.351760696705793
"work & work","Solar Power",4,7667,5524,0.879197835428935,744,258,0.346774193548387
"world intellectual property organization – wipo","Machine Learning AI",4,34632,30485,0.928458305415118,2578,1089,0.422420480993018
"worldline","Machine Learning AI",4,34632,30489,0.928580130352683,2578,1090,0.422808378588053
"wyss zurich","3d printing",4,2181,1717,0.815289648622982,335,104,0.31044776119403
"x-rite pantone","Smart devices",4,24824,20187,0.882183280164314,2641,930,0.352139341158652
"yamo","Cloud computing",4,68768,59301,0.937639339078188,4399,1928,0.438281427597181
"zeeto.io","Machine Learning AI",4,34632,30493,0.928701955290248,2578,1091,0.423196276183088
"zehnder & sommer ag","Smart devices",4,24824,20191,0.882358082419263,2641,931,0.352517985611511
"zehnder &amp;amp;amp; sommer ag","Smart devices",4,24824,20195,0.882532884674212,2641,932,0.35289663006437
"zentrale informatik","Cloud computing",4,68768,59305,0.9377025851846,4399,1929,0.438508751989088
"zhaw","Solar Power",4,7667,5528,0.879834473977399,744,259,0.348118279569892
"zoller schweiz gmbh","Smart devices",4,24824,20199,0.882707686929161,2641,933,0.353275274517228
"zsb architekten","Virtual Reality",4,4164,3601,0.889794909809736,453,163,0.359823399558499
"zug estates ag","Cloud computing",4,68768,59309,0.937765831291011,4399,1930,0.438736076380996
"zurcher consulting","Solar Power",4,7667,5532,0.880471112525863,744,260,0.349462365591398
"zurich insurance","Smart devices",4,24824,20203,0.88288248918411,2641,934,0.353653918970087
"zweckverband sekundarschule kilchberg rüschlikon","Smart devices",4,24824,20207,0.88305729143906,2641,935,0.354032563422946
"zürcher hochschule für angewandte wissenschaften, zhaw","Machine Learning AI",4,34632,30497,0.928823780227813,2578,1092,0.423584173778123
"zürcher rehazentren","Smart devices",4,24824,20211,0.883232093694009,2641,936,0.354411207875805
"""school of medicine"" of the university of st. gallen (hsg)","Machine Learning AI",3,34632,30500,0.928915148930986,2578,1093,0.423972071373158
"(0131) ibm schweiz ag - ibm suisse sa - ibm svizzera sa - ibm switzerland ltd","Machine Learning AI",3,34632,30503,0.92900651763416,2578,1094,0.424359968968192
"1201 f. hoffmannla roche ag","Cloud computing",3,68768,59312,0.93781326587082,4399,1931,0.438963400772903
"1plusx","Cloud computing",3,68768,59315,0.937860700450629,4399,1932,0.43919072516481
"4net ag","Cloud computing",3,68768,59318,0.937908135030437,4399,1933,0.439418049556717
"9t labs","3d printing",3,2181,1720,0.816714150047483,335,105,0.313432835820896
"[aha] personal ag","Smart devices",3,24824,20214,0.88336319538522,2641,937,0.354789852328663
"a f systems ag","Cloud computing",3,68768,59321,0.937955569610246,4399,1934,0.439645373948625
"a scientist, ads measurement research hos google emea","Machine Learning AI",3,34632,30506,0.929097886337333,2578,1095,0.424747866563227
"a-z sports &amp;amp; fashion ag","Cloud computing",3,68768,59324,0.938003004190055,4399,1935,0.439872698340532
"a. baggenstos &amp; co.","Cloud computing",3,68768,59327,0.938050438769863,4399,1936,0.440100022732439
"a4 personal","Cloud computing",3,68768,59330,0.938097873349672,4399,1937,0.440327347124346
"aargauische kantonalbank","Cloud computing",3,68768,59333,0.938145307929481,4399,1938,0.440554671516254
"academic work","3d printing",3,2181,1723,0.818138651471985,335,106,0.316417910447761
"accenture","3d printing",3,2181,1726,0.819563152896486,335,107,0.319402985074627
"accenture asean","Cloud computing",3,68768,59336,0.938192742509289,4399,1939,0.440781995908161
"accenture asean","Machine Learning AI",3,34632,30509,0.929189255040507,2578,1096,0.425135764158262
"acer","Cloud computing",3,68768,59339,0.938240177089098,4399,1940,0.441009320300068
"achieva group ltd","Machine Learning AI",3,34632,30512,0.92928062374368,2578,1097,0.425523661753297
"achillion","Smart devices",3,24824,20217,0.883494297076432,2641,938,0.355168496781522
"acodis","Machine Learning AI",3,34632,30515,0.929371992446854,2578,1098,0.425911559348332
"acodis ag","Machine Learning AI",3,34632,30518,0.929463361150027,2578,1099,0.426299456943367
"active sourcing","Cloud computing",3,68768,59342,0.938287611668907,4399,1941,0.441236644691975
"addexpert gmbh","Smart devices",3,24824,20220,0.883625398767644,2641,939,0.355547141234381
"adecco 17,812 bewertungen wattwil, sg","Solar Power",3,7667,5535,0.880948591437211,744,261,0.350806451612903
"adecco staffing","Cloud computing",3,68768,59345,0.938335046248715,4399,1942,0.441463969083883
"adfocus gmbh","Smart devices",3,24824,20223,0.883756500458856,2641,940,0.35592578568724
"adia","Cloud computing",3,68768,59348,0.938382480828524,4399,1943,0.44169129347579
"adidas sport gmbh","Smart devices",3,24824,20226,0.883887602150068,2641,941,0.356304430140098
"adobe systems ltd","Cloud computing",3,68768,59351,0.938429915408333,4399,1944,0.441918617867697
"advanced osteotomy tools ag","Machine Learning AI",3,34632,30521,0.929554729853201,2578,1100,0.426687354538402
"advellence solutions ag","Cloud computing",3,68768,59354,0.938477349988141,4399,1945,0.442145942259604
"agena sa","Solar Power",3,7667,5538,0.88142607034856,744,262,0.352150537634409
"agoda","Machine Learning AI",3,34632,30524,0.929646098556374,2578,1101,0.427075252133437
"agroscope","Machine Learning AI",3,34632,30527,0.929737467259548,2578,1102,0.427463149728472
"alfartec sàrl","Solar Power",3,7667,5541,0.881903549259908,744,263,0.353494623655914
"align technology","Smart devices",3,24824,20229,0.88401870384128,2641,942,0.356683074592957
"aligntech","Cloud computing",3,68768,59357,0.93852478456795,4399,1946,0.442373266651512
"allianz","Cloud computing",3,68768,59360,0.938572219147759,4399,1947,0.442600591043419
"allianz technology","Cloud computing",3,68768,59363,0.938619653727567,4399,1948,0.442827915435326
"altersis performance ag","Smart devices",3,24824,20232,0.884149805532491,2641,943,0.357061719045816
"altoo (switzerland)","Cloud computing",3,68768,59366,0.938667088307376,4399,1949,0.443055239827233
"altoo ag","Cloud computing",3,68768,59369,0.938714522887185,4399,1950,0.443282564219141
"amag","Cloud computing",3,68768,59372,0.938761957466993,4399,1951,0.443509888611048
"amaris","Machine Learning AI",3,34632,30530,0.929828835962722,2578,1103,0.427851047323507
"amazee holding","Cloud computing",3,68768,59375,0.938809392046802,4399,1952,0.443737213002955
"amazon data services swz gmbh","Machine Learning AI",3,34632,30533,0.929920204665895,2578,1104,0.428238944918542
"amazon flex.","Smart devices",3,24824,20235,0.884280907223703,2641,944,0.357440363498675
"amberg group","Machine Learning AI",3,34632,30536,0.930011573369069,2578,1105,0.428626842513576
"ambu denmark","Smart devices",3,24824,20238,0.884412008914915,2641,945,0.357819007951533
"ameos","Smart devices",3,24824,20241,0.884543110606127,2641,946,0.358197652404392
"amgen","Smart devices",3,24824,20244,0.884674212297339,2641,947,0.358576296857251
"amstad personal","Cloud computing",3,68768,59378,0.938856826626611,4399,1953,0.443964537394862
"anawa","Smart devices",3,24824,20247,0.88480531398855,2641,948,0.35895494131011
"anivo 360 ag","Cloud computing",3,68768,59381,0.938904261206419,4399,1954,0.44419186178677
"anzglobal","Cloud computing",3,68768,59384,0.938951695786228,4399,1955,0.444419186178677
"aperto","Cloud computing",3,68768,59387,0.938999130366037,4399,1956,0.444646510570584
"apiax ag","Cloud computing",3,68768,59390,0.939046564945845,4399,1957,0.444873834962491
"appfire technology","Cloud computing",3,68768,59393,0.939093999525654,4399,1958,0.445101159354399
"arobis gmbh, personal- &amp;amp; unternehmensberatung","Cloud computing",3,68768,59396,0.939141434105463,4399,1959,0.445328483746306
"artdeal","Machine Learning AI",3,34632,30539,0.930102942072242,2578,1106,0.429014740108611
"arztpraxis fee","Cloud computing",3,68768,59399,0.939188868685272,4399,1960,0.445555808138213
"as reinigung","Smart devices",3,24824,20250,0.884936415679762,2641,949,0.359333585762969
"asecus ag","Cloud computing",3,68768,59402,0.93923630326508,4399,1961,0.44578313253012
"aspmad","Smart devices",3,24824,20253,0.885067517370974,2641,950,0.359712230215827
"aspmad - cms du nord vaudois","Smart devices",3,24824,20256,0.885198619062186,2641,951,0.360090874668686
"assessa","Solar Power",3,7667,5544,0.882381028171256,744,264,0.354838709677419
"assessurgery gmbh","3d printing",3,2181,1729,0.820987654320988,335,108,0.322388059701493
"asspro","Cloud computing",3,68768,59405,0.939283737844889,4399,1962,0.446010456922028
"asspro","Smart devices",3,24824,20259,0.885329720753398,2641,952,0.360469519121545
"aston life sciences","Smart devices",3,24824,20262,0.88546082244461,2641,953,0.360848163574404
"astrivis","Cloud computing",3,68768,59408,0.939331172424698,4399,1963,0.446237781313935
"asurion","Smart devices",3,24824,20265,0.885591924135821,2641,954,0.361226808027262
"at-point ag","Smart devices",3,24824,20268,0.885723025827033,2641,955,0.361605452480121
"auf anfrage","Cloud computing",3,68768,59411,0.939378607004506,4399,1964,0.446465105705842
"ausy switzerland ag","Cloud computing",3,68768,59414,0.939426041584315,4399,1965,0.44669243009775
"avaloq group","Machine Learning AI",3,34632,30542,0.930194310775416,2578,1107,0.429402637703646
"avaloq group ag","Cloud computing",3,68768,59417,0.939473476164124,4399,1966,0.446919754489657
"aws emea sarl (germany branch)","Cloud computing",3,68768,59420,0.939520910743932,4399,1967,0.447147078881564
"axa","Machine Learning AI",3,34632,30545,0.930285679478589,2578,1108,0.429790535298681
"axepta sa","Smart devices",3,24824,20271,0.885854127518245,2641,956,0.36198409693298
"axiaconsulting","Machine Learning AI",3,34632,30548,0.930377048181763,2578,1109,0.430178432893716
"axon lab ag","Cloud computing",3,68768,59423,0.939568345323741,4399,1968,0.447374403273471
"axon vibe ag","Smart devices",3,24824,20274,0.885985229209457,2641,957,0.362362741385839
"axpo","Solar Power",3,7667,5547,0.882858507082604,744,265,0.356182795698925
"axpo group","Machine Learning AI",3,34632,30551,0.930468416884936,2578,1110,0.430566330488751
"axpo power ag","Machine Learning AI",3,34632,30554,0.93055978558811,2578,1111,0.430954228083786
"axpo services ag","Cloud computing",3,68768,59426,0.93961577990355,4399,1969,0.447601727665378
"axtria, inc.","Machine Learning AI",3,34632,30557,0.930651154291283,2578,1112,0.431342125678821
"backoffice ag","Cloud computing",3,68768,59429,0.939663214483358,4399,1970,0.447829052057286
"bakerhicks","Virtual Reality",3,4164,3604,0.890536199654065,453,164,0.362030905077263
"baloise","Machine Learning AI",3,34632,30560,0.930742522994457,2578,1113,0.431730023273856
"bandao guidance","Cloud computing",3,68768,59432,0.939710649063167,4399,1971,0.448056376449193
"bank for international settlements – bis","Cloud computing",3,68768,59435,0.939758083642976,4399,1972,0.4482837008411
"bank vontobel ag","Smart devices",3,24824,20277,0.886116330900669,2641,958,0.362741385838697
"banque cantonale vaudoise","Cloud computing",3,68768,59438,0.939805518222784,4399,1973,0.448511025233008
"basler verkehrs-betriebe","Cloud computing",3,68768,59441,0.939852952802593,4399,1974,0.448738349624915
"bbt software ag","Cloud computing",3,68768,59444,0.939900387382402,4399,1975,0.448965674016822
"bdo ag schweiz","Cloud computing",3,68768,59447,0.93994782196221,4399,1976,0.449192998408729
"bdo schweiz","Cloud computing",3,68768,59450,0.939995256542019,4399,1977,0.449420322800636
"bdu consulting ag","Machine Learning AI",3,34632,30563,0.930833891697631,2578,1114,0.432117920868891
"bekb/bcbe","Machine Learning AI",3,34632,30566,0.930925260400804,2578,1115,0.432505818463926
"bergrestaurant längfluh saas fee","Cloud computing",3,68768,59453,0.940042691121828,4399,1978,0.449647647192544
"best practice consulting ag, munster","Cloud computing",3,68768,59456,0.940090125701637,4399,1979,0.449874971584451
"best practice consulting ag, munster","Machine Learning AI",3,34632,30569,0.931016629103978,2578,1116,0.43289371605896
"bfh","Smart devices",3,24824,20280,0.88624743259188,2641,959,0.363120030291556
"big cloud","Machine Learning AI",3,34632,30572,0.931107997807151,2578,1117,0.433281613653995
"bigtincan","Virtual Reality",3,4164,3607,0.891277489498394,453,165,0.364238410596026
"binary one","Machine Learning AI",3,34632,30575,0.931199366510325,2578,1118,0.43366951124903
"bison","Cloud computing",3,68768,59459,0.940137560281445,4399,1980,0.450102295976358
"bitcoin suisse ag","Cloud computing",3,68768,59462,0.940184994861254,4399,1981,0.450329620368266
"bitforge","Virtual Reality",3,4164,3610,0.892018779342723,453,166,0.36644591611479
"bitplane ag / andor technology inc","Machine Learning AI",3,34632,30578,0.931290735213498,2578,1119,0.434057408844065
"bk search","Machine Learning AI",3,34632,30581,0.931382103916672,2578,1120,0.4344453064391
"bm-emploi sa","Solar Power",3,7667,5550,0.883335985993952,744,266,0.35752688172043
"bmc software","Cloud computing",3,68768,59465,0.940232429441063,4399,1982,0.450556944760173
"bmo financial group","Smart devices",3,24824,20283,0.886378534283092,2641,960,0.363498674744415
"booking.com","Smart devices",3,24824,20286,0.886509635974304,2641,961,0.363877319197274
"boomerang ideas","Smart devices",3,24824,20289,0.886640737665516,2641,962,0.364255963650133
"bosch","Machine Learning AI",3,34632,30584,0.931473472619845,2578,1121,0.434833204034135
"bosshard & partner","Machine Learning AI",3,34632,30587,0.931564841323019,2578,1122,0.43522110162917
"bouygues energies &amp; services","Cloud computing",3,68768,59468,0.940279864020871,4399,1983,0.45078426915208
"bromsolutions ag basel","Cloud computing",3,68768,59471,0.94032729860068,4399,1984,0.451011593543987
"bruker switzerland ag","Cloud computing",3,68768,59474,0.940374733180489,4399,1985,0.451238917935895
"brulis","Solar Power",3,7667,5553,0.8838134649053,744,267,0.358870967741935
"brunel","Machine Learning AI",3,34632,30590,0.931656210026192,2578,1123,0.435608999224205
"brunel energy holding bv","Smart devices",3,24824,20292,0.886771839356728,2641,963,0.364634608102991
"btl group","Smart devices",3,24824,20295,0.88690294104794,2641,964,0.36501325255585
"bubble box ag","Smart devices",3,24824,20298,0.887034042739151,2641,965,0.365391897008709
"buchs","Solar Power",3,7667,5556,0.884290943816648,744,268,0.360215053763441
"building the leading digital & sustainable bank","Smart devices",3,24824,20301,0.887165144430363,2641,966,0.365770541461568
"bundesamt für informatik und telekommunikation bit","Smart devices",3,24824,20304,0.887296246121575,2641,967,0.366149185914426
"bundesverwaltung","Cloud computing",3,68768,59477,0.940422167760297,4399,1986,0.451466242327802
"bundesverwaltung – administration fédérale – amministrazione federale","Machine Learning AI",3,34632,30593,0.931747578729366,2578,1124,0.43599689681924
"bus ostschweiz ag","Smart devices",3,24824,20307,0.887427347812787,2641,968,0.366527830367285
"business and decision","Cloud computing",3,68768,59480,0.940469602340106,4399,1987,0.451693566719709
"business and decision","Virtual Reality",3,4164,3613,0.892760069187052,453,167,0.368653421633554
"business engineering institute","Machine Learning AI",3,34632,30596,0.931838947432539,2578,1125,0.436384794414275
"bystronic","Smart devices",3,24824,20310,0.887558449503999,2641,969,0.366906474820144
"bächli bergsport ag","Cloud computing",3,68768,59483,0.940517036919915,4399,1988,0.451920891111616
"bühler","3d printing",3,2181,1732,0.822412155745489,335,109,0.325373134328358
"calida ag","Smart devices",3,24824,20313,0.88768955119521,2641,970,0.367285119273003
"camenzind human resources","Solar Power",3,7667,5559,0.884768422727996,744,269,0.361559139784946
"campus biotech","3d printing",3,2181,1735,0.823836657169991,335,110,0.328358208955224
"campus moos","Smart devices",3,24824,20316,0.887820652886422,2641,971,0.367663763725861
"canonical  jobs","Cloud computing",3,68768,59486,0.940564471499723,4399,1989,0.452148215503524
"capital group","Machine Learning AI",3,34632,30599,0.931930316135713,2578,1126,0.43677269200931
"carbonite","Cloud computing",3,68768,59489,0.940611906079532,4399,1990,0.452375539895431
"cardano foundation","Cloud computing",3,68768,59492,0.940659340659341,4399,1991,0.452602864287338
"careeraddict","Solar Power",3,7667,5562,0.885245901639344,744,270,0.362903225806452
"careerplus","Solar Power",3,7667,5565,0.885723380550692,744,271,0.364247311827957
"careerteam group","Cloud computing",3,68768,59495,0.940706775239149,4399,1992,0.452830188679245
"casasoft ag","Cloud computing",3,68768,59498,0.940754209818958,4399,1993,0.453057513071153
"cdi sa","Cloud computing",3,68768,59501,0.940801644398767,4399,1994,0.45328483746306
"cembra money bank","Cloud computing",3,68768,59504,0.940849078978575,4399,1995,0.453512161854967
"censhare","Cloud computing",3,68768,59507,0.940896513558384,4399,1996,0.453739486246874
"centralschweiz kraftwerke","Solar Power",3,7667,5568,0.88620085946204,744,272,0.365591397849462
"centre hospitalier universitaire vaudois","Virtual Reality",3,4164,3616,0.893501359031381,453,168,0.370860927152318
"centre suisse d'electronique et de microtechnique","Machine Learning AI",3,34632,30602,0.932021684838886,2578,1127,0.437160589604344
