"company_name","bloom_field","bloom_postings","total","cum_postings","cum_share","n_companies","company_index","company_share"
"expense robot","Machine Learning AI",16,34632,25039,0.762593652920753,2578,393,0.15244375484872
"fachkraft","Smart devices",16,24824,15114,0.660490320325132,2641,263,0.0995834911018554
"fehradvice & partners ag","Smart devices",16,24824,15130,0.661189529344929,2641,264,0.0999621355547141
"gsk","Machine Learning AI",16,34632,25055,0.763080952671012,2578,394,0.152831652443755
"gut personal consulting gmbh","Smart devices",16,24824,15146,0.661888738364725,2641,265,0.100340780007573
"hemmersbach","Smart devices",16,24824,15162,0.662587947384521,2641,266,0.100719424460432
"iesf","Machine Learning AI",16,34632,25071,0.763568252421271,2578,395,0.15321955003879
"ikea","Machine Learning AI",16,34632,25087,0.76405555217153,2578,396,0.153607447633825
"inaffect ag","Machine Learning AI",16,34632,25103,0.764542851921788,2578,397,0.15399534522886
"international committee of the red cross","Cloud computing",16,68768,50392,0.79677444857301,4399,732,0.166401454876108
"jobeo.ch","Solar Power",16,7667,4230,0.673245265000796,744,78,0.104838709677419
"kantonsspital st. gallen","Smart devices",16,24824,15178,0.663287156404318,2641,267,0.10109806891329
"lightspeed commerce (fr)","Cloud computing",16,68768,50408,0.797027432998656,4399,733,0.166628779268015
"lucht probst associates","Machine Learning AI",16,34632,25119,0.765030151672047,2578,398,0.154383242823894
"marco r. fuhrer unternehmensberatung","Cloud computing",16,68768,50424,0.797280417424302,4399,734,0.166856103659923
"migros-genossenschafts-bund","Machine Learning AI",16,34632,25135,0.765517451422306,2578,399,0.154771140418929
"msd","Smart devices",16,24824,15194,0.663986365424114,2641,268,0.101476713366149
"myitjob gmbh","Cloud computing",16,68768,50440,0.797533401849949,4399,735,0.16708342805183
"nesolu gmbh","Machine Learning AI",16,34632,25151,0.766004751172565,2578,400,0.155159038013964
"netguardians","Machine Learning AI",16,34632,25167,0.766492050922824,2578,401,0.155546935608999
"netsuite inc.","Cloud computing",16,68768,50456,0.797786386275595,4399,736,0.167310752443737
"next ventures limited","Smart devices",16,24824,15210,0.66468557444391,2641,269,0.101855357819008
"palantir","Cloud computing",16,68768,50472,0.798039370701241,4399,737,0.167538076835644
"postfinance ag","Machine Learning AI",16,34632,25183,0.766979350673083,2578,402,0.155934833204034
"qiibee","Cloud computing",16,68768,50488,0.798292355126887,4399,738,0.167765401227552
"rent a person beratungs ag","Smart devices",16,24824,15226,0.665384783463707,2641,270,0.102234002271867
"ringier","Smart devices",16,24824,15242,0.666083992483503,2641,271,0.102612646724725
"robert half","Smart devices",16,24824,15258,0.666783201503299,2641,272,0.102991291177584
"robert walters","Machine Learning AI",16,34632,25199,0.767466650423342,2578,403,0.156322730799069
"rockstar recruiting ag","Machine Learning AI",16,34632,25215,0.767953950173601,2578,404,0.156710628394104
"siemens","Smart devices",16,24824,15274,0.667482410523096,2641,273,0.103369935630443
"sonnentanz gmbh","Solar Power",16,7667,4246,0.675791819194652,744,79,0.106182795698925
"stadt zürich","Smart devices",16,24824,15290,0.668181619542892,2641,274,0.103748580083302
"stellenwerk ag","Smart devices",16,24824,15306,0.668880828562688,2641,275,0.104127224536161
"straumann group","3d printing",16,2181,1152,0.547008547008547,335,27,0.0805970149253731
"swissdev jobs","Cloud computing",16,68768,50504,0.798545339552534,4399,739,0.167992725619459
"swisselect ag","Machine Learning AI",16,34632,25231,0.768441249923859,2578,405,0.157098525989139
"teralytics","Machine Learning AI",16,34632,25247,0.768928549674118,2578,406,0.157486423584174
"the chedi andermatt","Smart devices",16,24824,15322,0.669580037582485,2641,276,0.104505868989019
"the global fund","Machine Learning AI",16,34632,25263,0.769415849424377,2578,407,0.157874321179209
"univativ","Cloud computing",16,68768,50520,0.79879832397818,4399,740,0.168220050011366
"upc schweiz gmbh","Cloud computing",16,68768,50536,0.799051308403826,4399,741,0.168447374403273
"vebego services","Smart devices",16,24824,15338,0.670279246602281,2641,277,0.104884513441878
"venturelab ag","Cloud computing",16,68768,50552,0.799304292829473,4399,742,0.168674698795181
"viva betreuungsdienst ag","Smart devices",16,24824,15354,0.670978455622077,2641,278,0.105263157894737
"westhouse group gmbh","Cloud computing",16,68768,50568,0.799557277255119,4399,743,0.168902023187088
"yoojis seefeld","Smart devices",16,24824,15370,0.671677664641874,2641,279,0.105641802347596
"zurich insurance group","Machine Learning AI",16,34632,25279,0.769903149174636,2578,408,0.158262218774244
"zühlke engineering ag","Cloud computing",16,68768,50584,0.799810261680765,4399,744,0.169129347578995
"(0131) ibm schweiz ag - ibm suisse sa - ibm svizzera sa - ibm switzerland ltd","Cloud computing",15,68768,50599,0.800047434579809,4399,745,0.169356671970902
"academic work","Machine Learning AI",15,34632,25294,0.770359992690504,2578,409,0.158650116369279
"allgeier (schweiz) ag","Cloud computing",15,68768,50614,0.800284607478852,4399,746,0.16958399636281
"amanox solutions","Cloud computing",15,68768,50629,0.800521780377895,4399,747,0.169811320754717
"antaes","Cloud computing",15,68768,50644,0.800758953276939,4399,748,0.170038645146624
"appfire","Cloud computing",15,68768,50659,0.800996126175982,4399,749,0.170265969538531
"assessa","Smart devices",15,24824,15385,0.672333173097933,2641,280,0.106020446800454
"avaloq","Machine Learning AI",15,34632,25309,0.770816836206371,2578,410,0.159038013964313
"bechtle","Smart devices",15,24824,15400,0.672988681553992,2641,281,0.106399091253313
"beenux ag","Machine Learning AI",15,34632,25324,0.771273679722239,2578,411,0.159425911559348
"biogeoscience group, department of earth sciences","Machine Learning AI",15,34632,25339,0.771730523238107,2578,412,0.159813809154383
"camptocamp","Cloud computing",15,68768,50674,0.801233299075026,4399,750,0.170493293930439
"careerteam","Cloud computing",15,68768,50689,0.801470471974069,4399,751,0.170720618322346
"coworker-experts gmbh","Machine Learning AI",15,34632,25354,0.772187366753975,2578,413,0.160201706749418
"csa engineering ag","Machine Learning AI",15,34632,25369,0.772644210269842,2578,414,0.160589604344453
"cyberlink ag","Cloud computing",15,68768,50704,0.801707644873113,4399,752,0.170947942714253
"cyberstream global","Cloud computing",15,68768,50719,0.801944817772156,4399,753,0.17117526710616
"darwin rhodes","Cloud computing",15,68768,50734,0.802181990671199,4399,754,0.171402591498068
"das team ag","Smart devices",15,24824,15415,0.673644190010051,2641,282,0.106777735706172
"datalynx","Smart devices",15,24824,15430,0.67429969846611,2641,283,0.107156380159031
"dekra arbeit ag buchs","Solar Power",15,7667,4261,0.678179213751393,744,80,0.10752688172043
"deloitte switzerland","Machine Learning AI",15,34632,25384,0.77310105378571,2578,415,0.160977501939488
"digio ag","Cloud computing",15,68768,50749,0.802419163570243,4399,755,0.171629915889975
"dormakaba group","Cloud computing",15,68768,50764,0.802656336469286,4399,756,0.171857240281882
"efinancialcareers","Machine Learning AI",15,34632,25399,0.773557897301578,2578,416,0.161365399534523
"ekkiden","Cloud computing",15,68768,50779,0.802893509368329,4399,757,0.172084564673789
"empa","Cloud computing",15,68768,50794,0.803130682267373,4399,758,0.172311889065697
"ergon informatik","Machine Learning AI",15,34632,25414,0.774014740817445,2578,417,0.161753297129558
"ergon informatik","Virtual Reality",15,4164,2867,0.708425994563874,453,51,0.112582781456954
"esri, inc.","Machine Learning AI",15,34632,25429,0.774471584333313,2578,418,0.162141194724593
"eupro","Solar Power",15,7667,4276,0.680566608308133,744,81,0.108870967741935
"experis switzerland","Machine Learning AI",15,34632,25444,0.774928427849181,2578,419,0.162529092319628
"gateway solutions","Smart devices",15,24824,15445,0.674955206922169,2641,284,0.107535024611889
"georg fischer","Cloud computing",15,68768,50809,0.803367855166416,4399,759,0.172539213457604
"global it ag","Machine Learning AI",15,34632,25459,0.775385271365048,2578,420,0.162916989914663
"globallogic","Cloud computing",15,68768,50824,0.80360502806546,4399,760,0.172766537849511
"gotom ag","Cloud computing",15,68768,50839,0.803842200964503,4399,761,0.172993862241418
"greenteg ag","3d printing",15,2181,1167,0.554131054131054,335,28,0.0835820895522388
"hochschule luzern","Solar Power",15,7667,4291,0.682954002864874,744,82,0.110215053763441
"iet","Machine Learning AI",15,34632,25474,0.775842114880916,2578,421,0.163304887509697
"implenia","Cloud computing",15,68768,50854,0.804079373863547,4399,762,0.173221186633326
"infosys limited","Cloud computing",15,68768,50869,0.80431654676259,4399,763,0.173448511025233
"it di-visions","Smart devices",15,24824,15460,0.675610715378228,2641,285,0.107913669064748
"it di-visions ag","Cloud computing",15,68768,50884,0.804553719661633,4399,764,0.17367583541714
"it recruitment company","Machine Learning AI",15,34632,25489,0.776298958396784,2578,422,0.163692785104732
"job solution ag","Smart devices",15,24824,15475,0.676266223834287,2641,286,0.108292313517607
"just eat (ehemals eat.ch)","Smart devices",15,24824,15490,0.676921732290347,2641,287,0.108670957970466
"katarsys","Cloud computing",15,68768,50899,0.804790892560677,4399,765,0.173903159809047
"kone (suisse) sa / kone (schweiz) ag","Smart devices",15,24824,15505,0.677577240746406,2641,288,0.109049602423324
"larsen globalization","Smart devices",15,24824,15520,0.678232749202465,2641,289,0.109428246876183
"le team sa","Smart devices",15,24824,15535,0.678888257658524,2641,290,0.109806891329042
"liebherr","Machine Learning AI",15,34632,25504,0.776755801912651,2578,423,0.164080682699767
"meloncast","Cloud computing",15,68768,50914,0.80502806545972,4399,766,0.174130484200955
"nivels","Smart devices",15,24824,15550,0.679543766114583,2641,291,0.110185535781901
"nohe schweiz gmbh","Smart devices",15,24824,15565,0.680199274570642,2641,292,0.11056418023476
"novartis pharma ag","Machine Learning AI",15,34632,25519,0.777212645428519,2578,424,0.164468580294802
"novo business consultants","Cloud computing",15,68768,50929,0.805265238358764,4399,767,0.174357808592862
"ntt ltd.","Cloud computing",15,68768,50944,0.805502411257807,4399,768,0.174585132984769
"oerlikon it solutions ag","Cloud computing",15,68768,50959,0.80573958415685,4399,769,0.174812457376677
"open search network ltd","Machine Learning AI",15,34632,25534,0.777669488944387,2578,425,0.164856477889837
"originstamp ag","Cloud computing",15,68768,50974,0.805976757055894,4399,770,0.175039781768584
"pmone","Cloud computing",15,68768,50989,0.806213929954937,4399,771,0.175267106160491
"pragmatica ag","Cloud computing",15,68768,51004,0.806451102853981,4399,772,0.175494430552398
"randstad staffing switzerland","Smart devices",15,24824,15580,0.680854783026701,2641,293,0.110942824687618
"razoon ag","Cloud computing",15,68768,51019,0.806688275753024,4399,773,0.175721754944306
"robert half","Machine Learning AI",15,34632,25549,0.778126332460255,2578,426,0.165244375484872
"romande energie holding","Solar Power",15,7667,4306,0.685341397421614,744,83,0.111559139784946
"sicpa","Smart devices",15,24824,15595,0.68151029148276,2641,294,0.111321469140477
"software one","Machine Learning AI",15,34632,25564,0.778583175976122,2578,427,0.165632273079907
"sonova ag","Cloud computing",15,68768,51034,0.806925448652067,4399,774,0.175949079336213
"spitex oberthurgau","Smart devices",15,24824,15610,0.682165799938819,2641,295,0.111700113593336
"srg ssr","Cloud computing",15,68768,51049,0.807162621551111,4399,775,0.17617640372812
"staatslabor","Machine Learning AI",15,34632,25579,0.77904001949199,2578,428,0.166020170674942
"swiss data science center","Machine Learning AI",15,34632,25594,0.779496863007858,2578,429,0.166408068269977
"swiss security hub ag","Cloud computing",15,68768,51064,0.807399794450154,4399,776,0.176403728120027
"swisssalary ag","Cloud computing",15,68768,51079,0.807636967349198,4399,777,0.176631052511935
"tableau","Machine Learning AI",15,34632,25609,0.779953706523725,2578,430,0.166795965865012
"tafaro","Smart devices",15,24824,15625,0.682821308394878,2641,296,0.112078758046195
"takeda pharmaceuticals","Machine Learning AI",15,34632,25624,0.780410550039593,2578,431,0.167183863460047
"teradata","Cloud computing",15,68768,51094,0.807874140248241,4399,778,0.176858376903842
"the adecco group","Cloud computing",15,68768,51109,0.808111313147284,4399,779,0.177085701295749
"the capra saasfee","Cloud computing",15,68768,51124,0.808348486046328,4399,780,0.177313025687656
"thinkproject","Cloud computing",15,68768,51139,0.808585658945371,4399,781,0.177540350079564
"tinamu labs","Machine Learning AI",15,34632,25639,0.780867393555461,2578,432,0.167571761055081
"tradico ag","Machine Learning AI",15,34632,25654,0.781324237071328,2578,433,0.167959658650116
"translation probst ag","Smart devices",15,24824,15640,0.683476816850937,2641,297,0.112457402499053
"turicode","Cloud computing",15,68768,51154,0.808822831844415,4399,782,0.177767674471471
"visionapartments","Smart devices",15,24824,15655,0.684132325306996,2641,298,0.112836046951912
"work management","Smart devices",15,24824,15670,0.684787833763056,2641,299,0.113214691404771
"workmanagement ag","Smart devices",15,24824,15685,0.685443342219115,2641,300,0.11359333585763
"zühlke","Machine Learning AI",15,34632,25669,0.781781080587196,2578,434,0.168347556245151
"zühlke engineering ag","Machine Learning AI",15,34632,25684,0.782237924103064,2578,435,0.168735453840186
"a à z emplois","3d printing",14,2181,1181,0.560778727445394,335,29,0.0865671641791045
"aark tech solutions ltd","Cloud computing",14,68768,51168,0.809044193216855,4399,783,0.177994998863378
"abbott","Machine Learning AI",14,34632,25698,0.78266431138454,2578,436,0.169123351435221
"active-consulting gmbh ¦ focused recruiting","Smart devices",14,24824,15699,0.686055150111436,2641,301,0.113971980310488
"adcubum","Cloud computing",14,68768,51182,0.809265554589296,4399,784,0.178222323255285
"afry","Machine Learning AI",14,34632,25712,0.783090698666017,2578,437,0.169511249030256
"aha personal","Solar Power",14,7667,4320,0.687569632341238,744,84,0.112903225806452
"arcondis","Machine Learning AI",14,34632,25726,0.783517085947493,2578,438,0.169899146625291
"arenas resort altein","Smart devices",14,24824,15713,0.686666958003758,2641,302,0.114350624763347
"atos ag","Cloud computing",14,68768,51196,0.809486915961736,4399,785,0.178449647647193
"aurum fit","Cloud computing",14,68768,51210,0.809708277334177,4399,786,0.1786769720391
"auterion","Cloud computing",14,68768,51224,0.809929638706617,4399,787,0.178904296431007
"avectris","Machine Learning AI",14,34632,25740,0.78394347322897,2578,439,0.170287044220326
"baloise group","Cloud computing",14,68768,51238,0.810151000079058,4399,788,0.179131620822914
"basler & hofmann","Cloud computing",14,68768,51252,0.810372361451498,4399,789,0.179358945214822
"besi","Machine Learning AI",14,34632,25754,0.784369860510446,2578,440,0.170674941815361
"boast capital","Machine Learning AI",14,34632,25768,0.784796247791923,2578,441,0.171062839410396
"bristol myers squibb","Cloud computing",14,68768,51266,0.810593722823939,4399,790,0.179586269606729
"bristol myers squibb","Smart devices",14,24824,15727,0.68727876589608,2641,303,0.114729269216206
"bruederlinpartner gruppe","Cloud computing",14,68768,51280,0.810815084196379,4399,791,0.179813593998636
"bundesverwaltung – administration fédérale – amministrazione federale","Cloud computing",14,68768,51294,0.81103644556882,4399,792,0.180040918390543
"chaussures aeschbach","Machine Learning AI",14,34632,25782,0.7852226350734,2578,442,0.171450737005431
"cisco","Machine Learning AI",14,34632,25796,0.785649022354876,2578,443,0.171838634600465
"coachhub gmbh","Cloud computing",14,68768,51308,0.81125780694126,4399,793,0.180268242782451
"competec","Smart devices",14,24824,15741,0.687890573788402,2641,304,0.115107913669065
"competec service","Cloud computing",14,68768,51322,0.811479168313701,4399,794,0.180495567174358
"computer futures","Smart devices",14,24824,15755,0.688502381680724,2641,305,0.115486558121924
"ctc resourcing","Cloud computing",14,68768,51336,0.811700529686141,4399,795,0.180722891566265
"dbi services","Cloud computing",14,68768,51350,0.811921891058582,4399,796,0.180950215958172
"dimensional fund advisors","Smart devices",14,24824,15769,0.689114189573045,2641,306,0.115865202574782
"divoora","Smart devices",14,24824,15783,0.689725997465367,2641,307,0.116243847027641
"dxc technology","Smart devices",14,24824,15797,0.690337805357689,2641,308,0.1166224914805
"eidgenossische technische hochschule zurich, ethz","3d printing",14,2181,1195,0.567426400759734,335,30,0.0895522388059701
"eka finance","Cloud computing",14,68768,51364,0.812143252431022,4399,797,0.18117754035008
"eli10","Solar Power",14,7667,4334,0.689797867260863,744,85,0.114247311827957
"epfl digital epidemiology lab","Machine Learning AI",14,34632,25810,0.786075409636353,2578,444,0.1722265321955
"esri, inc.","Cloud computing",14,68768,51378,0.812364613803463,4399,798,0.181404864741987
"evooq","Smart devices",14,24824,15811,0.690949613250011,2641,309,0.117001135933359
"farmer connect","Machine Learning AI",14,34632,25824,0.786501796917829,2578,445,0.172614429790535
"fenaco genossenschaft","Solar Power",14,7667,4348,0.692026102180487,744,86,0.115591397849462
"hemmersbach gmbh & co. kg","Smart devices",14,24824,15825,0.691561421142333,2641,310,0.117379780386217
"ibkr","Cloud computing",14,68768,51392,0.812585975175903,4399,799,0.181632189133894
"idorsia","Cloud computing",14,68768,51406,0.812807336548344,4399,800,0.181859513525801
"inait sa","Smart devices",14,24824,15839,0.692173229034655,2641,311,0.117758424839076
"index-werke gmbh &amp; co. kg hahn &amp; tessky","Machine Learning AI",14,34632,25838,0.786928184199306,2578,446,0.17300232738557
"ionesoft gmbh","Cloud computing",14,68768,51420,0.813028697920784,4399,801,0.182086837917709
"jobs via efinancialcareers","Machine Learning AI",14,34632,25852,0.787354571480782,2578,447,0.173390224980605
"karl vogele ag","Smart devices",14,24824,15853,0.692785036926976,2641,312,0.118137069291935
"kibernetik ag","Smart devices",14,24824,15867,0.693396844819298,2641,313,0.118515713744794
"kone (suisse) sa","Smart devices",14,24824,15881,0.69400865271162,2641,314,0.118894358197652
"legartis technology ag","Machine Learning AI",14,34632,25866,0.787780958762259,2578,448,0.17377812257564
"madewithlove bv","Cloud computing",14,68768,51434,0.813250059293225,4399,802,0.182314162309616
"marsh &amp; mclennan companies, inc.","Cloud computing",14,68768,51448,0.813471420665665,4399,803,0.182541486701523
"mobilezone holding ag","Smart devices",14,24824,15895,0.694620460603942,2641,315,0.119273002650511
"network 41","Smart devices",14,24824,15909,0.695232268496264,2641,316,0.11965164710337
"nigel frank international limited","Cloud computing",14,68768,51462,0.813692782038106,4399,804,0.18276881109343
"oerlikon","3d printing",14,2181,1209,0.574074074074074,335,31,0.0925373134328358
"pebex ag","Solar Power",14,7667,4362,0.694254337100111,744,87,0.116935483870968
"persona service","Solar Power",14,7667,4376,0.696482572019736,744,88,0.118279569892473
"perspective robotics ag","Smart devices",14,24824,15923,0.695844076388585,2641,317,0.120030291556229
"phonak","Cloud computing",14,68768,51476,0.813914143410546,4399,805,0.182996135485338
"prime 21","Smart devices",14,24824,15937,0.696455884280907,2641,318,0.120408936009087
"randstad (schweiz) ag","Smart devices",14,24824,15951,0.697067692173229,2641,319,0.120787580461946
"roche","Virtual Reality",14,4164,2881,0.711885347170744,453,52,0.114790286975717
"sap emea inside sales sl","Cloud computing",14,68768,51490,0.814135504782987,4399,806,0.183223459877245
"schweizerische bundesbahnen sbb","Machine Learning AI",14,34632,25880,0.788207346043735,2578,449,0.174166020170675
"securiton","Cloud computing",14,68768,51504,0.814356866155427,4399,807,0.183450784269152
"shl medical ag","Cloud computing",14,68768,51518,0.814578227527868,4399,808,0.183678108661059
"siemens schweiz ag, smart infrastructure, global headquarters","Machine Learning AI",14,34632,25894,0.788633733325212,2578,450,0.17455391776571
"sopra steria ag","Smart devices",14,24824,15965,0.697679500065551,2641,320,0.121166224914805
"starface","Smart devices",14,24824,15979,0.698291307957873,2641,321,0.121544869367664
"starmind","Machine Learning AI",14,34632,25908,0.789060120606688,2578,451,0.174941815360745
"suisseco gmbh","Cloud computing",14,68768,51532,0.814799588900308,4399,809,0.183905433052967
"swiss institute for bioinformatics","Machine Learning AI",14,34632,25922,0.789486507888165,2578,452,0.17532971295578
"swisscom (schweiz)","Cloud computing",14,68768,51546,0.815020950272749,4399,810,0.184132757444874
"swisspromed","Machine Learning AI",14,34632,25936,0.789912895169641,2578,453,0.175717610550815
"tamedia","Machine Learning AI",14,34632,25950,0.790339282451118,2578,454,0.176105508145849
"tebicom sa","Cloud computing",14,68768,51560,0.815242311645189,4399,811,0.184360081836781
"templeton & partners","Cloud computing",14,68768,51574,0.81546367301763,4399,812,0.184587406228688
"tempro personal","Solar Power",14,7667,4390,0.69871080693936,744,89,0.119623655913978
"textshuttle ag","Machine Learning AI",14,34632,25964,0.790765669732594,2578,455,0.176493405740884
"universal job","Solar Power",14,7667,4404,0.700939041858985,744,90,0.120967741935484
"university of geneva","Machine Learning AI",14,34632,25978,0.791192057014071,2578,456,0.176881303335919
"universitäre altersmedizin felix platter","Smart devices",14,24824,15993,0.698903115850194,2641,322,0.121923513820523
"universität bern universität bern","3d printing",14,2181,1223,0.580721747388414,335,32,0.0955223880597015
"urban sympheny ag","Cloud computing",14,68768,51588,0.81568503439007,4399,813,0.184814730620596
"valantic gmbh","Machine Learning AI",14,34632,25992,0.791618444295547,2578,457,0.177269200930954
"valora digital.","Machine Learning AI",14,34632,26006,0.792044831577024,2578,458,0.177657098525989
"vans","Smart devices",14,24824,16007,0.699514923742516,2641,323,0.122302158273381
"work24.com","Solar Power",14,7667,4418,0.703167276778609,744,91,0.122311827956989
"zhaw zürcher hochschule für angewandte wissenschaften","Cloud computing",14,68768,51602,0.815906395762511,4399,814,0.185042055012503
"a-sign gmbh","Smart devices",13,24824,16020,0.700083031071101,2641,324,0.12268080272624
"abb","3d printing",13,2181,1236,0.586894586894587,335,33,0.0985074626865672
"abbott","Cloud computing",13,68768,51615,0.816111945608348,4399,815,0.18526937940441
"abraxas informatik ag","Cloud computing",13,68768,51628,0.816317495454186,4399,816,0.185496703796317
"accounto ag","Cloud computing",13,68768,51641,0.816523045300024,4399,817,0.185724028188225
"adnovum","Cloud computing",13,68768,51654,0.816728595145861,4399,818,0.185951352580132
"advertima ag","Cloud computing",13,68768,51667,0.816934144991699,4399,819,0.186178676972039
"akka","Machine Learning AI",13,34632,26019,0.792440762624109,2578,459,0.178044996121024
"alectron ag","Solar Power",13,7667,4431,0.705236352061117,744,92,0.123655913978495
"all4cloud group","Cloud computing",13,68768,51680,0.817139694837537,4399,820,0.186406001363946
"amazon.com, inc","Cloud computing",13,68768,51693,0.817345244683374,4399,821,0.186633325755854
"ams","Machine Learning AI",13,34632,26032,0.792836693671194,2578,460,0.178432893716059
"amstein + walthert","Cloud computing",13,68768,51706,0.817550794529212,4399,822,0.186860650147761
"avalect.ch","Cloud computing",13,68768,51719,0.817756344375049,4399,823,0.187087974539668
"awk group","Machine Learning AI",13,34632,26045,0.79323262471828,2578,461,0.178820791311094
"axiaconsulting","Cloud computing",13,68768,51732,0.817961894220887,4399,824,0.187315298931575
"axom","Machine Learning AI",13,34632,26058,0.793628555765365,2578,462,0.179208688906129
"bank cler","Smart devices",13,24824,16033,0.700651138399685,2641,325,0.123059447179099
"bank coop","Smart devices",13,24824,16046,0.70121924572827,2641,326,0.123438091631958
"bank j. safra sarasin","Machine Learning AI",13,34632,26071,0.794024486812451,2578,463,0.179596586501164
"berner fachhochschule","Smart devices",13,24824,16059,0.701787353056854,2641,327,0.123816736084816
"berner fachhochschule berner fachhochschule","Machine Learning AI",13,34632,26084,0.794420417859536,2578,464,0.179984484096199
"boast capital","Cloud computing",13,68768,51745,0.818167444066725,4399,825,0.187542623323483
"brine","Machine Learning AI",13,34632,26097,0.794816348906621,2578,465,0.180372381691234
"bromsolutions ag (career experts in sap®)","Cloud computing",13,68768,51758,0.818372993912562,4399,826,0.18776994771539
"careerplus ag","Smart devices",13,24824,16072,0.702355460385439,2641,328,0.124195380537675
"cato networks","Cloud computing",13,68768,51771,0.8185785437584,4399,827,0.187997272107297
"chair of intelligent maintenance systems + high voltage laboratory","Machine Learning AI",13,34632,26110,0.795212279953706,2578,466,0.180760279286268
"cognizant switzerland, cognizant technology solutions","Cloud computing",13,68768,51784,0.818784093604238,4399,828,0.188224596499204
"computer futures","Machine Learning AI",13,34632,26123,0.795608211000792,2578,467,0.181148176881303
"coopers","Machine Learning AI",13,34632,26136,0.796004142047877,2578,468,0.181536074476338
"cubestech","Cloud computing",13,68768,51797,0.818989643450075,4399,829,0.188451920891112
"deloitte ag","Cloud computing",13,68768,51810,0.819195193295913,4399,830,0.188679245283019
"depsys","Solar Power",13,7667,4444,0.707305427343626,744,93,0.125
"deutsche telekom","Cloud computing",13,68768,51823,0.81940074314175,4399,831,0.188906569674926
"dormakaba schweiz ag","Cloud computing",13,68768,51836,0.819606292987588,4399,832,0.189133894066833
"ef education first","Machine Learning AI",13,34632,26149,0.796400073094963,2578,469,0.181923972071373
"eidgenössisches personalamt epa","Machine Learning AI",13,34632,26162,0.796796004142048,2578,470,0.182311869666408
"esri","Cloud computing",13,68768,51849,0.819811842833426,4399,833,0.189361218458741
"europartner consulting","Cloud computing",13,68768,51862,0.820017392679263,4399,834,0.189588542850648
"exelero","Cloud computing",13,68768,51875,0.820222942525101,4399,835,0.189815867242555
"fernuni schweiz","Virtual Reality",13,4164,2894,0.715097603162837,453,53,0.116997792494481
"flisom","Solar Power",13,7667,4457,0.709374502626134,744,94,0.126344086021505
"forma architekten ag","3d printing",13,2181,1249,0.59306742640076,335,34,0.101492537313433
"galderma","Machine Learning AI",13,34632,26175,0.797191935189133,2578,471,0.182699767261443
"galderma","Virtual Reality",13,4164,2907,0.71830985915493,453,54,0.119205298013245
"getyourguide","Cloud computing",13,68768,51888,0.820428492370938,4399,836,0.190043191634462
"guess europe sagl","Cloud computing",13,68768,51901,0.820634042216776,4399,837,0.19027051602637
"gulp - experts united","Cloud computing",13,68768,51914,0.820839592062614,4399,838,0.190497840418277
"hadron finsys","Cloud computing",13,68768,51927,0.821045141908451,4399,839,0.190725164810184
"haybury","Cloud computing",13,68768,51940,0.821250691754289,4399,840,0.190952489202091
"heizplan ag","Solar Power",13,7667,4470,0.711443577908642,744,95,0.127688172043011
"hochschule luzern - technik & architektur","Machine Learning AI",13,34632,26188,0.797587866236219,2578,472,0.183087664856478
"industrielle werke basel","Solar Power",13,7667,4483,0.713512653191151,744,96,0.129032258064516
"intuitive","Cloud computing",13,68768,51953,0.821456241600127,4399,841,0.191179813593999
"jabil switzerland manufacturing gmbh","3d printing",13,2181,1262,0.599240265906933,335,35,0.104477611940299
"johnson &amp; johnson family of companies","Machine Learning AI",13,34632,26201,0.797983797283304,2578,473,0.183475562451513
"julius baer","Cloud computing",13,68768,51966,0.821661791445964,4399,842,0.191407137985906
"kanton aargau","Smart devices",13,24824,16085,0.702923567714024,2641,329,0.124574024990534
"kryptos technologies limited","Cloud computing",13,68768,51979,0.821867341291802,4399,843,0.191634462377813
"kudelski","Cloud computing",13,68768,51992,0.822072891137639,4399,844,0.19186178676972
"lastminute.com","Machine Learning AI",13,34632,26214,0.798379728330389,2578,474,0.183863460046548
"lgt","Machine Learning AI",13,34632,26227,0.798775659377475,2578,475,0.184251357641583
"lime","Smart devices",13,24824,16098,0.703491675042608,2641,330,0.124952669443393
"lyreco","Smart devices",13,24824,16111,0.704059782371193,2641,331,0.125331313896251
"moreno placements","Smart devices",13,24824,16124,0.704627889699777,2641,332,0.12570995834911
"mygwork","Smart devices",13,24824,16137,0.705195997028362,2641,333,0.126088602801969
"nemensis","Smart devices",13,24824,16150,0.705764104356946,2641,334,0.126467247254828
"network 41 ag","Smart devices",13,24824,16163,0.706332211685531,2641,335,0.126845891707686
"nzz-mediengruppe","Smart devices",13,24824,16176,0.706900319014115,2641,336,0.127224536160545
"on ag","Machine Learning AI",13,34632,26240,0.79917159042456,2578,476,0.184639255236618
"open systems ag","Smart devices",13,24824,16189,0.7074684263427,2641,337,0.127603180613404
"opus personal ag","Cloud computing",13,68768,52005,0.822278440983477,4399,845,0.192089111161628
"opus personal ag","Machine Learning AI",13,34632,26253,0.799567521471645,2578,477,0.185027152831652
"ost  ostschweizer fachhochschule","3d printing",13,2181,1275,0.605413105413105,335,36,0.107462686567164
"partnerre","Cloud computing",13,68768,52018,0.822483990829315,4399,846,0.192316435553535
"pivotal","Cloud computing",13,68768,52031,0.822689540675152,4399,847,0.192543759945442
"pricehubble","Cloud computing",13,68768,52044,0.82289509052099,4399,848,0.192771084337349
"primework","Smart devices",13,24824,16202,0.708036533671284,2641,338,0.127981825066263
